localizacion,titulo,descripcion_corta,precio,detalles
San Salvador, VENDO PRECIOSA QUINTA EN LOS PLANES DE RENDERO,"VENDO PRECIOSA QUINTA EN LOS PLANES DE RENDERO
1800 VARAS CUADRADAS DE TERRENO
1300 METROS CUADRADOS DE TERRENO
-5 HABITACIONES
-5 BAÑOS COMPLETOS
-SALA Y COMEDOR
-COCINA ...","
$440,000 ","
,
1300 m,
,
5,
,
10,
,
5"
Santa Tecla, Oportunidad de inversión Casa en venta en Colonia Utila Santa Tecla ¡SOBRE CALLE PRINCIPAL!,"¡Inversionistas!
Gran oportunidad ideal para inversión, oficinas, clínicas, call center, kinder, airbnb, hostal
849.91 Vrs2 de terreno
594 Mts2 de construcción
*Sobre calle ...","
$775,000 ","
,
594 m,
,
3,
,
4,
,
5"
La Libertad, Ocean Breeze - Towers,"Compra en Ocean Breeze en planos. Disponible en Propi.
Torres de apartamentos con vista al mar en exclusiva residencial Ocean Breeze en Playa Mizata, La Libertad. Las 4 torres tendrán ...","
$444,705 ","
,
187 m,
,
3,
,
2"
Antiguo Cuscatlán, TORRE MAYA APARTAMENTOS,"Condominio consta con 11 niveles de los cuales 8 niveles de apartamentos 2 niveles de estacionamientos
Con 72 apartamentos
ubicados un una de las mejores zonas en la Colonia Escalón ...","
$283,000 ","
,
106 m,
,
3,
,
2,
,
2"
Santa Ana, VENDO PRECIOSA CASA EN SANTA ANA,"VENDO PRECIOSA CASA EN SANTA ANA
6800 VARAS CUADRADAS DE TERRRNO
4800 METROS CUADRADOS DE TERRENO
-3 HABITACIONES
-2 BAÑOS
-SALA Y COMEDOR
-COCINA INDEPENDIENTE
-BAÑO ...","
$280,000 ","
,
4800 m,
,
3,
,
10,
,
2"
Santa Ana, Casa en venta en residencial privado Santa Ana,"Casa en de un solo nivel y de esquina en venta en Ciudad Real, Santa Ana. Esta encantadora casa cuenta con un diseño atractivo y acogedor, consta de dos amplias habitaciones, dos ...","
$130,000 ","
,
120 m,
,
2,
,
2,
,
2"
Santa Ana, Se Vende Casa,"Casa de 2 pisos, primer piso, sala, comedor y cocina, 2 cuartos un baño completo.
segundo piso, 3 cuartos un baño, terrasa con techo y pacio.
construida con blokes
escuela a una ...","
$45,000 ","
,
5 m,
,
5,
,
2"
Antiguo Cuscatlán, TORRE MAYA,"Condominio consta con 11 niveles de los cuales 8 niveles de apartamentos 2 niveles de estacionamientos
Con 72 apartamentos
ubicados un una de las mejores zonas en la Colonia Escalón ...","
$283,000 ","
,
106 m,
,
3,
,
2,
,
2"
San Salvador, Sentosa Residences,"Exclusividad y lujo. Un proyecto que supera cualquier expectativa. Inspira la paz y tranquilidad que van acompañados de muchos detalles exclusivos. Sentosa Residences 523 , es la ...","
$585,000 ","
,
218 m,
,
3,
,
2,
,
3"
San Salvador, APARTAMENTO EN VENTA COLONIA LA MASCOTA.,"En su entorno todo es agradable y perfectamente cuidado de siempre estar presentable y acogedor.
CARACTERISTICAS APARTAMENTO AMUEBLADO TRIANA; 11° NIVEL.
• Construcción 120 ...","
$360,000 ","
,
120 m,
,
2,
,
2,
,
3"
Ahuachapán, Casa en Venta en Apaneca con terreno grande y ubicación estratégica,"DE APROVECHAR!
Con un terreno de un poco más de un cuarto de manzana (2,600 v2)Dentro del pueblo con construcciones de unos 400 m2
Para detalles contáctenos","
$500,000 ","
,
400 m,
,
6,
,
Más,
,
3"
Santa Ana, VENTA CASA URBANIZACION ARIZONA SANTA ANA,"(COD-125 C)- Casa de 2 plantas con terreno de 190.93 m2. Necesita acabados como cerámica, pintura, cielo falso. Primera Planta tiene, 1 sala, 1 cocina comedor, 2 baños, 1 habitación ...","
$200,000 ","
,
190 m,
,
6,
,
2,
,
4"
San Vicente, VENTA- BONITA CASA EN TECOLUCA- SAN VICENTE,"CÓDIGO 318C- Casa con terreno amplio ubicada en Colonia Insmendia 3, en Tecoluca, San Vicente. Propiedad con medidas de 745.54 m2 (1,066.72 v2), con m2 de construcción. Sus ...","
$75,000 ","
,
745 m,
,
2,
,
4,
,
2"
Antiguo Cuscatlán, VENTA DE CASA EN SANTA ELENA,"Casa en venta Portones de Madreselva Santa Elena
Residencial Privada
Área de terreno: 700 V2
Área de construcción: 535.72 M2
Estilo moderno con acabados de lujo, vista ...","
$795,000 ","
,
700 m,
,
3,
,
Más,
,
4"
La Libertad, Venta de Apartamento Surf City,Venta de Apartamento Surf City A ESTRENAR en un nuevo proyecto en La Libertad. Código AP-148. Ubicado en una PLAYA PRIVADA con un oleaje perfecto para disfrutar del Surf y de un ...,"
$465,000 ","
,
186 m,
,
3,
,
2,
,
3"
San Salvador, Casa en venta en Residencial Altamira,"Se Escuchan Ofertas
Residencia en Venta en Altamira, un lugar con clima, un hermoso parque y una diversidad de fauna.
Con un estilo conservador elegante con espacios amplios, iluminados ...","
$850,000 ","
,
721 m,
,
3,
,
6,
,
4"
San Salvador, VENDO CASA CERCA DEL AEROPUERTO DE EL SALVADOR,"DESCRIPCION: CASA DE 1 NIVEL Ubicación privilegiada rodeada de naturaleza y bosques, a solo 15 minutos del Aeropuerto de El Salvador, 40 minutos de las playas y la capital, con muy ...","
$230,000 ","
,
160 m,
,
2,
,
4,
,
3"
Antiguo Cuscatlán," Excelente propiedad en Cumbres de Cucatlan, antiguo cuscatlan","casa de 2 niveles en Cumbres de Cuscatlan, sobre calle ancha, nopo en privado, zona tranquila y de buen nivel. En una exclusiva zona de Antiguo cuscatlan.
la casa consta de 730 vras y ...","
$410,000 ","
,
385 m,
,
3,
,
2,
,
3"
San Salvador," Casa en venta en Colonia Escalón, Zona estratégica","Venta de casa en Col. Escalón, Zona estratégica ideal para clínicas, laboratorios, pequeño Hotel, o centro comercial pequeño a dos cuadras del paseo general Escalón.
Área total ...","
$650,000 ","
,
374 m,
,
4,
,
6,
,
3"
San Salvador, Preciosa casa en la Escalon excelente ubicación,"Casa para remodelar y convertir en oficinas por su excelente ubicación, su negocio estará altamente expuesto . en el sector de lomas verdes, arriba de texaco masferrer.
Es de un ...","
$380,000 ","
,
270 m,
,
4,
,
4,
,
3"
Antiguo Cuscatlán, CASA EN VENTA EN CUMBRES DE CUSCATLÁN,SE VENDE CASA EN CUMBRES DE CUSCATLÁN/ ANTIGUO CUSCATLÁN/ adentro de pluma / seguridad 24/7......................... •644 varas cuadradas •500 metros construidos ......... 2 ...,"
$625,000 ","
,
5000 m,
,
5,
,
3,
,
5"
Antiguo Cuscatlán, Casa en Venta en Quintas de Santa Elena,"Quinta en venta:
3000 v2 de terreno.
650 m2 de construcción.
Desarrollada en 2 plantas.
1a PLANTA:
Habitación principal con walk-in closet, amplia ducha y 2 ...","
$950,000 ","
,
650 m,
,
5,
,
8,
,
4"
San Salvador, VENTA CASA SAN BENITO SAN SALVADOR,"Casa en Calle Circunvalación
1,530v2
617m2 de construcción
8 parqueos internos
Precio de Venta: $1,350,000.00 negociable
Mayor información: (503)¬7899¬4278.","
$1,350,000 ","
,
617 m,
,
1,
,
1"
La Libertad," VENTA DE CASA EN RESIDENCIAL LOS SUEÑOS $1,150,000.00 NEGOCIABLE","VENTA DE CASA EN RESIDENCIAL LOS SUEÑOS $1,150,000.00 NEGOCIABLE
EXCELENTE UBICACIÓN Y FINOS ACABADOS
Valor: $1,150,000.00
RESIDENCIAL PRIVADO – VIGILANCIA 24/7
Tamaño del ...","
$1,150,000 ","
,
650 m,
,
6,
,
5,
,
7"
La Libertad, Ocean Breeze - Residences,"Compra en Ocean Breeze en planos. Disponible en Propi.
Descubre en Ocean Breeze, una exclusiva residencial de lujo en un paraíso tropical con 24 impresionantes residencias, con ...","
$1,363,257 ","
,
821 m,
,
4,
,
4"
San Salvador, Venta de Casa,"Terreno PREMIUN con construcciones, a restaurar
515v2
12 frente x 30 fondo
Colinda con Wendi´s Los Próceres, con 2 parqueos interiores y hasta 3 afuera.
Ideal para restaurante ...","
$390,000 ","
,
430 m,
,
3,
,
3,
,
3"
San Miguel," S/V casa 2 niveles,4 dorm. cerca de banco Cuscatlán Roosevelt, pasaje privado, San Miguel","Se vende Casa de 2 niveles en Residencial Los Pinos, San Miguel (Pasaje privado con seguridad)
Ubicada Cerca de bancos, colegios, hospitales, supermercado, restaurantes, área ...","
$265,000 ","
,
330 m,
,
4,
,
2,
,
4"
Antiguo Cuscatlán, TORRE MAYA ULTIMOS APARTAMENTOS CON JARDIN INTERNO,"Condominio consta con 11 niveles de los cuales 8 niveles de apartamentos 2 niveles de estacionamientos
Con 72 apartamentos
ubicados un una de las mejores zonas en la Colonia Escalón ...","
$283,000 ","
,
106 m,
,
3,
,
2,
,
2"
La Paz, VENDO PRECIOSA CASA EN JUAYUA,"VENDO PRECIOSA CASA EN JUAYUA
10 METROS CUADRADOS DE TERRENO
15.5 METROS DE FONDO DE TERRENO
PRIMER NIVEL
-2 HABITACIONES COMPLETAS
-SALA Y COMEDOR
-COCINA AMPLIA
-COCHERA ...","
$260,000 ","
,
150 m,
,
4,
,
2,
,
3"
Chalatenango, En Venta HOTEL DE MONTAÑA en medio de la naturaleza,"En Venta HOTEL DE MONTAÑA en medio de la naturaleza en su máxima expresión en Cerro El Pital.
Con habitaciones tipo hacienda y cabañas para familia completa, restaurante con amplio ...","
$1,600,000 ","
,
2508 m,
,
10,
,
Más,
,
10"
Sonsonate," Casa de Montaña en Venta en Los Naranjos, Sonsonate","Casa con toda la comodidad de la Vida moderna con un diseño de arquitectura sostenible donde la iluminación y la ventilación la hacen tan acogedora, inclusive durante noches frías ...","
$450,000 ","
,
415 m,
,
3,
,
4,
,
2"
Tonacatepeque," San Salvador tonacatepeque , barrio concepción,final 2a avenida y final.7a av.nte","tres dormitorios, corredor comedor cocina garage 4 carros patio grande, se da financiamiento llamar al ,","
$121,000 ","
,
134 m,
,
3,
,
4,
,
1"
Ahuachapán, Casa en Venta en Centro Financiero de Ahuachapán,"Se muestra con cita previa.
De diseño neoclásico en su fachada sobre la Calle Gerardo Barrios Oriente. Con un interior ecléctico de cielos falsos propios del victoriano y pisos ...","
$200,000 ","
,
270 m,
,
4,
,
1,
,
2"
Antiguo Cuscatlán, VENTA CASA PORTONES DE MADRESELVA,"Casa en venta Portones de Madreselva Santa Elena
Residencial Privada
Área de terreno: 700 V2
Área de construcción: 535.72 M2
Estilo moderno con acabados de lujo, vista panorámica ...","
$795,000 ","
,
700 m,
,
3,
,
3,
,
4"
Quezaltepeque, VENDO PRECIOSA CASA EN VILLA PRIMAVERA EN QUEZALTEPEQUE,"VENDO PRECIOSA CASA EN VILLA PRIMAVERA EN QUEZALTEPEQUE
150 VARAS CUADRADAS DE TERRENO
105 METROS CUADRADOS DE TERRENO
-2 HABITACIONES
-1 BAÑO
-SALA
-COMEDOR Y COCINA ...","
$70,000 ","
,
105 m,
,
2,
,
2,
,
1"
Santa Tecla, VENTA CASA ALTURAS DE TENERIFE SANTA TECLA,"Área de terreno: 1227.34 v²
Área de construcción: 860.50 m²
5 habitaciones
Estudio con baño completo
Jardines
Cochera para 6 carros
Cuartos para vigilancia y personal de ...","
$1,475,000 ","
,
860 m,
,
5,
,
6,
,
6"
San Salvador, VENTA CASA PLANES DE RENDEROS,"Propiedad con proyección turística ideal para un hermoso hostal, o casa familiar, con vista a la cadena volcánica central de El Salvador, ubicada en LOS PLANES DE RENDEROS.
La ...","
$295,000 ","
,
1344 m,
,
3,
,
4"
Zaragoza, VENDO RESIDENCIA ENBRISAS DE LAS MERCEDES/ ZARAGOZA /A ESTRENAR MODERNA,"VENDO O ALQUILO RESIDENCIA EN
BRISAS DE LAS MERCEDES/ ZARAGOZA /A ESTRENAR MODERNA........................
**1,000 varas cuadradas
**300 Metros construidos
**2 plantas
**3 ...","
$400,000 ","
,
300 m,
,
3,
,
3,
,
2"
Santa Ana, VENTA- CASA CONTIGUO IGLESIA EL CARMEN EN SANTA ANA,"(CÓDIGO - 239C) Casa de 163.45 M 2 a un costado de la Iglesia el Carmen en Santa Ana, ideal para uso habitacional o comercial por su excelente ubicación. Cuenta con tres habitaciones, ...","
$85,000 ","
,
160 m,
,
3,
,
1"
San Miguel," S/V propiedad 30 x 42 mts, para Hotel, plaza comercial, financiera, etc. o vivienda!!, San Miguel","Se Vende propiedad amplia, sobre la 7a. Avenida Norte, cerca de funeraria Guatemala
Zona del Alta Plusvalía
Ideal para negocio o vivienda
Ideal para Hotel, Institución Financiera, ...","
$850,000 ","
,
1268 m,
,
10,
,
4,
,
5"
San Salvador, CASA VENTA SAN BENITO SAN SALVADOR,"Excelente ubicación con dos frentes
San Benito, San Salvador
Ideal centro comercial, desarrollo inmobiliario...
(fotos de referencia)
1847 v2
620 m2
Precio de venta ...","
$1,850,000 ","
,
620 m,
,
1,
,
1"
La Paz, VENDO PRECIOSA CASA EN ALPES SUIZOS 2 EN RESIDENCIAL PRIVADA,"VENDO PRECIOSA CASA EN ALPES SUIZOS 2 EN RESIDENCIAL PRIVADA
70 METROS CUADRADOS DE TERRENO
115 VARAS CUADRADAS DE TERRENO
-6 HABITACIONES
-1 BAÑO
-COCINA Y COMEDOR
-SALA ...","
$125,000 ","
,
70 m,
,
6,
,
1,
,
1"
San Salvador, Casa Salamanca,Tu nuevo hogar en la colonia Escalón de San Salvador! Este condominio residencial consta de 12 hermosas casas de tres niveles con un área de construcción de 182.45 metros cuadrados y ...,"
$321,674 ","
,
240 m,
,
3,
,
3"
Santa Ana, Espectacular casa a estrenar en Santa Ana,"Casa a estrenar en una de las zonas mas exclusivas de Santa Ana, ubicada en urbanización El Sinaí. La propiedad cuenta con 3 habitaciones, 3 salas, cocina, 3 baños, área verde, ...","
$215,000 ","
,
196 m,
,
3,
,
2,
,
2"
Sonsonate, Hermosa casa de primera fila en playa Costa Azul,"Gran oportunidad! Hermoso Rancho de playa en Costa Azul, frente al mar, con 4 habitaciones, 2 salas amplias, terraza con vistas impresionantes, generoso estacionamiento para 11 ...","
$560,000 ","
,
415 m,
,
4,
,
Más,
,
3"
Santa Ana," Venta de casa en EL PALMAR, SANTA ANA 1 Nivel","Venta de preciosa casa en un solo nivel, iluminada, ventilada, fresca, con patio y jardín, inmediata a escuelas bilingües, hospitales, iglesias supermercados salones, canchas, ...","
$197,000 ","
,
400 m,
,
5,
,
4,
,
3"
Usulután, Propiedad en Venta en Usulután Centro,"Ubicada en: 5ª Calle Oriente, Barrio El Calvario, Usulután.
** Excelente oportunidad de inversión, propiedad apta para DEMOLER y CONSTRUIR**
Terreno: 875 V2 aprox (23.50 Mts al ...","
$285,000 ","
,
611 m,
,
1,
,
1"
San Salvador," CASA EN VENTA COL ESCALON PRIVADO (CALLE A. AMBROGI) $450,000 NEG","AMPLIA CASA COLONIA ESCALON EN PASAJE PRIVADO
Sobre Calle Arturo Ambrogui
Área de Construcción: 400 mts.
Área de Terreno: 600 Varas
NIVEL 1:
La casa cuenta con estacionamiento ...","
$450,000 ","
,
400 m,
,
5,
,
3,
,
6"
San Salvador, CONDOMINIO TORRE MAYA APARTAMENTOS,"ULTIMOS APARTAMENTOS CON JARDIN INTERIOR.
Ubicado A 2 cuadras de Torre Futura
Precios desde$269,000.00
Cuotas desde $1,711.65
Ingresos familiares min: $4,279.12","
$269,000 ","
,
106 m,
,
3,
,
2,
,
2"
San Salvador, Vendo casa en Col. Escalon cerca de Club Campestre,"Terreno: 922.87v2
Construcción: 640.34 Mts2
Casa distribuida en varios niveles , primero está el vestíbulo, y el area familiar , Sala familiar
2 dormitorios másters c/u con ...","
$640,000 ","
,
640 m,
,
4,
,
7,
,
4"
San Salvador, VENDO PENTHOUSE EN SAN BENITO.,VENDO PENTHOUSE EN SAN BENITO.............. **312 mts2 **Vista espectacular **2 habitaciones c/u con su baño y walk-in-closet **Condominio con piscina ** Área de ...,"
$360,000 ","
,
312 m,
,
2,
,
3,
,
2"
San Salvador," CASA EN VENTA O ALQUILER COLONIA SAN BENITO, SAN SALVADOR","• Casa en venta o alquiler en Colonia San Benito, San Salvador
• Área de terreno:1,300v2
• Área de construcción: 550m2
• 17 metros de frente
• Ambientes amplios, 3 ...","
$1,200,000 ","
,
550 m,
,
4,
,
3,
,
4"
San Salvador, Venta de casa ubicada en residencial privado en Planes de Renderos,"Sumérgete en el encanto de lo moderno y lo colonial en esta residencia única.
Con 595 metros cuadrados de construcción y 2000 varas cuadradas de terreno, esta propiedad es un ...","
$430,000 ","
,
595 m,
,
5,
,
5,
,
6"
Santa Ana, Vendo hermosa y amplia casa en Santa Ana,"Vendo hermosa y amplia casa ubicada en Carretera salida a Chalchuapa, Santa Ana. La propiedad está conformada por un área de terreno de 2,514.70 varas cuadradas y 367.66 metros ...","
$355,000 ","
,
368 m,
,
3,
,
10,
,
2"
San Salvador, VENTA CASA PASEO GENERAL ESCALÓN SAN SALVADOR,"UNA PLANTA
Arriba de Redondel Masferrer
833.53 v2
582.56 m2
12 metros frente
Parqueos
Estudio con baño
Sala familiar
3 dormitorios con baño
Área de servicio
Cuarto empleada ...","
$525,000 ","
,
582 m,
,
3,
,
5,
,
5"
Usulután," Casa en Venta en privado, Santiago de María, Usulután","Ubicación: Residencial Venecia, Santiago de María, Usulután
• Area de terreno: 95 V2 (5.50 Mts al frente x 12 Mts de fondo) aproximadamente
• Area de construcción: 66 ...","
$48,900 ","
,
66 m,
,
2,
,
1,
,
1"
San Salvador, VENDO APARTAMENTO MODERNO EN LOMAS DE SAN FRANCISCO,"VENDO APARTAMENTO MODERNO EN LOMAS DE SAN FRANCISCO..............
**110 metros
**Tres dormitorios **dos baños completos y un medio baño
**Aires acondicionados
**Sala
**Comedor ...","
$260,000 ","
,
110 m,
,
3,
,
2,
,
2"
Santa Tecla," Venta de casa Bonita , grande en Santa Monica, Santa Tecla","Venta de Casa Grande en Santa Mónica, Ciudad Merliot, Santa Tecla
Casa sobre calle Shiltiupan, inmediaciones de Plaza Merliot e ISSS Santa Mónica, zona de gran potencial comercial y ...","
$600,000 ","
,
1 m,
,
5,
,
6,
,
5"
San Salvador, TORRE MAYA NUEVOS APARTAMENTOS EN COLONIA ESCALON,"ULTIMOS APARTAMENTOS CON JARDIN INTERIOR.
Ubicado A 2 cuadras de Torre Futura
Precios desde$269,000.00
Cuotas desde $1,711.65
Ingresos familiares min: $4,279.12","
$269,000 ","
,
106 m,
,
3,
,
2,
,
2"
San Salvador, VENTA CASA COL ESCALON ARRIBA REDONDEL MASFERRER,"Casa de 1 planta
833.53 v2
582.56 m2
12 metros de frente
Parqueo de 4 vehículos y con espacio para 8
Estudio con baño
Sala familiar
3 dormitorios con baño
Cuarto empleada ...","
$525,000 ","
,
582 m,
,
3,
,
4,
,
4"
Santa Tecla, CASA EN VENTA RESIDENCIAL LA MONTAÑA,"Área de terreno: 1,345v2
Área de construcción: 541m2
4 sala, 2 comedores, 3 cocinas, alacena, bodega
6 habitaciones, 6 baños
terraza, jardin, piscina
cochera para 4 vehiculos
Precio ...","
$780,000 ","
,
541 m,
,
6,
,
4,
,
6"
San Salvador, TORRE MAYA NUEVOS APARTAMENTOS,"ULTIMOS APARTAMENTOS CON JARDIN INTERIOR.
Ubicado A 2 cuadras de Torre Futura
Precios desde$269,000.00
Cuotas desde $1,711.65
Ingresos familiares min: $4,279.12","
$269,000 ","
,
106 m,
,
3,
,
2,
,
2"
Sonsonate, SE VENDE CASA DE DOS NIVELES EN SONSONATE,"SE VENDE CASA DE DOS NIVELES EN SONSONATE
Hermosa casa en una de las mejores ubicaciones de SONSONATE con accesibilidad a escuelas, farmacias, colegios, universidades, comedores y ...","
$120,000 ","
,
5,
,
2,
,
5"
Antiguo Cuscatlán, VENTA DE APARTAMENTO FULL AMUEBLADO DE DISEÑADOR EN PUERTA DEL ALMA,"Este apartamento cuenta con un diseño de interiores único, y una selección de mobiliario y elementos decorativos para que disfrutes del lujo, modernismo y la conectividad ...","
$480,000 ","
,
140 m,
,
3,
,
2,
,
2"
San Salvador, Casa en Colonia Escalón,"Zona Alta Col. Escalón (300 Mts al norte de Torres 105 Campestre)
Propia para vivir, embajada, oficina, Call Center, clínicas, construcción, etc.
Terreno: 922.87 v2 más 200 v2 ...","
$800,000 ","
,
645 m,
,
6,
,
7,
,
5"
San Salvador," CASA EN VENTA COL ESCALON $450,000","Ubicación: cerca de Pampa Argentina y Calle El Mirador
AREA: 472.16 V2
AREA DE CONSTRUCCION: 375.35 MTS2
12 MTS CISTERNA
ESTACIONAMIENTOS: 3 PARA AUTOS GRANDES
PORTÓN ...","
$450,000 ","
,
375 m,
,
3,
,
3,
,
3"
San Salvador, VENTA DE CASA EN LOMAS DE ALTAMIRA SAN SALVADOR,"Dentro de la pluma
2,110 V2
715 M2 de construcción
5 habitaciones con baño
Estudio
Piscina
Área de Barbacoa
Terraza
Cancha de Tenis reglamentaria.
Área de servicio completa. ...","
$1,350,000 ","
,
715 m,
,
5,
,
4,
,
6"
Soyapango, Buena oportunidad,"Se vende apartamento en Soyapango en condominios Victoria cerca de plaza Mundo. Es de dos cuartos un baño y Cósina, sala con lavadero y pequeño patio. Recién remodelado cableado ...","
$32,000 ","
,
10 m,
,
2,
,
1,
,
1"
Santa Tecla," Casa adaptada para negocio, con buena ubicación","Casa en venta la Vistahermosa,
360 varas , 9 metros de frente.
Cochera para 2 a 6 vehículos
Sala , comedor, cocina, baño social
Terraza
Patio hecho bodega es decir techado,
4 ...","
$195,000 ","
,
9 m,
,
4,
,
1"
La Paz, Casa para descanso en venta en San Pedro Masahuat,¡Increíble oportunidad! Casa en venta estratégicamente ubicada a solo 3.5 km del Aeropuerto Internacional de El Salvador y a pocos minutos de hermosas playas y la carretera a ...,"
$150,000 ","
,
271 m,
,
3,
,
2,
,
2"
San Salvador, VENTA DE CASA CON TERRENO - AYUTUXTEPEQUE SAN SALVADOR,"CODIGO 337-C Se vende casa con terreno grande de 2800 metros cuadrados en Ayutuxtepeque, San Salvador. Son 4 lotes juntos y una casa grande mixta antisísmica de 155 metros cuadrados ...","
$150,000 ","
,
155 m,
,
3,
,
2,
,
3"
Santa Ana, VENTA CASA EN COLONIA PEÑATE ATIQUIZAYA AHUACHAPAN,"CÓDIGO 304 C- Casa en venta en Col. Peñate, #38 en Atiquizaya con medidas de 10 x 22 m2. La casa posee 1 cocina, 1 sala amplia que se podría hacer garaje, 1 habitacion amplia, 1 ...","
$65,000 ","
,
220 m,
,
1,
,
1"
Ahuachapán," Venta de casa en Apaneca, Ahuachapan , excelente oportunidad de inversion","Venta de Casa Bonita, Amplia de un solo nivel en Apaneca, Ahuachapan
Excelente oportunidad de inversion para Residir , inmueble idoneo para Hostal, Hotel, Restaurante , Super mercado ...","
$465,000 ","
,
519 m,
,
6,
,
8,
,
4"
